timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2020-07-13,10.00000000,10.63000000,9.85000000,10.40000000,9025.85000000,1594684799999,91744.94820000,155,3641.51000000,36981.67070000,0
2020-07-14,10.45000000,10.67000000,10.15000000,10.26000000,13621.63000000,1594771199999,142294.26590000,180,5627.29000000,58894.96560000,0
2020-07-15,10.28000000,10.71000000,10.28000000,10.51000000,9067.50000000,1594857599999,95607.04440000,140,8179.90000000,86333.46590000,0
2020-07-16,10.53000000,11.49000000,10.44000000,11.11000000,36847.45000000,1594943999999,406333.54460000,250,17048.45000000,188073.93700000,0
2020-07-17,11.09000000,11.32000000,10.97000000,11.15000000,11436.67000000,1595030399999,127184.27620000,99,3540.52000000,39521.21210000,0
2020-07-18,11.25000000,11.25000000,10.75000000,10.89000000,4111.77000000,1595116799999,44994.51460000,88,802.60000000,8809.48380000,0
2020-07-19,10.85000000,11.13000000,10.38000000,10.49000000,4805.04000000,1595203199999,51817.31960000,126,1585.55000000,17343.48200000,0
2020-07-20,10.47000000,11.03000000,10.40000000,10.79000000,13482.64000000,1595289599999,143854.95310000,220,8939.50000000,95633.22730000,0
2020-07-21,10.90000000,10.90000000,9.58000000,9.76000000,25333.23000000,1595375999999,253897.69700000,351,10621.28000000,106189.68590000,0
2020-07-22,9.79000000,10.04000000,7.73000000,8.05000000,227302.60000000,1595462399999,1888281.15550000,693,120450.88000000,996471.94440000,0
2020-07-23,8.08000000,8.39000000,7.02000000,7.31000000,416041.99000000,1595548799999,3174263.67740000,2236,206195.51000000,1572672.07490000,0
2020-07-24,7.32000000,7.75000000,6.61000000,7.03000000,340161.32000000,1595635199999,2446636.02280000,1706,173473.15000000,1246114.87960000,0
2020-07-25,7.03000000,7.03000000,5.48000000,5.64000000,632592.16000000,1595721599999,3933701.52350000,2439,295779.49000000,1848318.33400000,0
2020-07-26,5.64000000,5.85000000,5.01000000,5.38000000,905904.12000000,1595807999999,4933131.36290000,3266,469656.12000000,2561224.23500000,0
2020-07-27,5.36000000,5.36000000,4.39000000,4.93000000,1437683.95000000,1595894399999,7052288.99930000,4436,740118.59000000,3630278.31480000,0
2020-07-28,4.92000000,5.58000000,4.73000000,5.12000000,712456.47000000,1595980799999,3660951.63540000,2687,327873.34000000,1688394.32970000,0
2020-07-29,5.06000000,5.27000000,4.82000000,5.10000000,431068.20000000,1596067199999,2157104.68530000,1556,215031.92000000,1076973.37510000,0
2020-07-30,5.12000000,5.26000000,4.16000000,4.48000000,710754.08000000,1596153599999,3316017.91080000,2427,326929.13000000,1520989.45180000,0
2020-07-31,4.47000000,4.68000000,4.01000000,4.10000000,1153164.34000000,1596239999999,4883022.32810000,3298,533557.86000000,2261920.95470000,0
2020-08-01,4.10000000,4.18000000,3.05000000,3.18000000,1918100.47000000,1596326399999,6856282.62000000,5358,898980.31000000,3209175.96670000,0
